num_agents,skill_type,network,cooperation_proportion
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,eeew_simp,1,1
50,eeew_simp,1,0.4230769230769231
50,eeew_simp,1,0.5848375451263538
50,eeew_simp,1,0.38337801608579086
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,1
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,1
50,eeew_simp,1,0.5825242718446602
50,eeew_simp,1,0.5401459854014599
50,eeew_simp,1,0.24431818181818182
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,eeew_simp,1,0
50,gigawolf,1,1
50,gigawolf,1,1
50,gigawolf,1,0.2222222222222222
50,gigawolf,1,0.7587131367292225
50,gigawolf,1,0.12653061224489795
50,gigawolf,1,0.7671691792294807
50,gigawolf,1,0.3734265734265734
50,gigawolf,1,0.9252336448598131
50,gigawolf,1,0.6613207547169812
50,gigawolf,1,0.5418118466898955
50,gigawolf,1,0.6123499142367067
50,gigawolf,1,0.1703056768558952
50,gigawolf,1,0.4863436123348018
50,gigawolf,1,0.6070484581497797
50,gigawolf,1,0.5423728813559322
50,gigawolf,1,0.4064327485380117
50,gigawolf,1,0.37029501525940994
50,gigawolf,1,0.3125649013499481
50,gigawolf,1,0.02598752598752599
50,gigawolf,1,0.33770883054892603
50,gigawolf,1,0.6504854368932039
50,gigawolf,1,0.1936
50,gigawolf,1,0.19476268412438624
50,gigawolf,1,0.11917098445595854
50,gigawolf,1,0
50,gigawolf,1,0.1527777777777778
50,gigawolf,1,1
50,gigawolf,1,0.18711656441717792
50,gigawolf,1,1
50,gigawolf,1,1
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0.5429553264604811
50,random,1,0.11854103343465046
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0
50,random,1,0.05
